"Data file recorded 2014/9/24  13:25:6"
"%  Right Stride Frequency         = 3.0"
"%  Left Stride Frequency         = 3.0"
"%  Phase (Fractional)         = 32768.0"
"%  Experiment.py "
"%  Motor Gains    = [1800, 200, 100, 0, 0, 1800, 200, 100, 0, 0]
"% Columns: "
"% time | Right Leg Pos | Left Leg Pos | Commanded Right Leg Pos | Commanded Left Leg Pos | DCR | DCL | GyroX | GryoY | GryoZ | AX | AY | AZ | RBEMF | LBEMF | VBatt "
11126,9652744,10874992,9657847,10870263,2954,-1492,-390,-551,357,32,-466,4042,10,8,862
12122,9652752,10874976,9658044,10870460,2962,-1199,-390,-553,358,58,-483,4052,-1,-8,862
13123,9652784,10874992,9658241,10870657,2886,-1321,-389,-554,361,43,-502,4045,-1,-8,862
14124,9652852,10874972,9658438,10870854,2719,-1001,-387,-565,362,41,-507,4060,-10,-2,862
15125,9652964,10874960,9658635,10871051,2483,-960,-390,-560,360,65,-455,4068,-10,-2,862
16126,9653088,10874948,9658832,10871248,2441,-869,-390,-522,363,98,-373,4093,14,-7,846
17127,9653232,10874940,9659029,10871445,2340,-804,-389,-538,375,149,-315,4130,14,-7,846
18128,9653408,10874948,9659226,10871642,2150,-822,-391,-517,377,190,-258,4123,29,-2,846
19128,9653560,10874960,9659423,10871839,2321,-767,-384,-437,354,239,-27,4086,29,-2,846
20129,9653712,10874944,9659620,10872036,2342,-498,-381,-432,315,204,41,4164,25,4,850
21130,9653900,10874948,9659817,10872233,2122,-540,-393,-397,286,270,-166,4330,25,4,850
22131,9654060,10874952,9660014,10872430,2314,-455,-399,-286,281,293,-148,4338,37,10,852
23133,9654216,10874956,9660211,10872627,2358,-371,-385,-200,276,264,-120,4405,37,10,852
24133,9654388,10874952,9660408,10872824,2271,-233,-253,55,254,468,30,5867,43,1,852
25135,9654552,10874952,9660605,10873021,2337,-172,62,601,211,763,265,8347,43,1,852
26135,9654688,10874932,9660802,10873218,2539,48,294,897,148,322,684,4884,33,5,854
27137,9654852,10874936,9660999,10873415,2380,-17,339,718,60,150,1147,3485,33,5,854
28137,9654984,10874940,9661196,10873612,2609,67,297,319,-56,157,1385,3130,43,2,851
29138,9655096,10874948,9661393,10873809,2773,125,251,-30,-180,228,1295,3190,43,2,851
30139,9655260,10874940,9661590,10874006,2464,315,267,-280,-308,272,1436,3679,22,5,853
31140,9655388,10874944,9661787,10874203,2721,325,466,-83,-430,518,1420,7137,22,5,853
32141,9655524,10874932,9661984,10874400,2698,517,712,342,-541,288,1526,6685,34,11,853
33142,9655640,10874948,9662181,10874597,2860,420,727,452,-630,203,1476,4015,34,11,853
34143,9655768,10874952,9662378,10874794,2817,580,567,352,-686,272,1380,3831,19,2,851
35177,9655892,10874956,9674034,10886450,3800,3800,384,195,-724,355,1197,3768,19,2,851
36171,9656024,10874968,9674231,10886647,3800,3800,255,113,-761,423,1238,3886,21,8,850
37172,9656192,10874960,9674428,10886844,3800,3800,232,130,-806,516,1395,4798,21,8,850
38173,9656372,10875044,9674625,10887041,3800,3800,319,379,-865,667,1493,6413,18,12,847
39174,9656584,10875220,9674822,10887238,3800,3800,359,505,-928,556,1504,4595,18,12,847
40175,9656812,10875408,9675019,10887435,3800,3800,306,329,-1006,532,1665,3848,37,20,828
41176,9657052,10875708,9675216,10887632,3800,3800,250,217,-1091,525,1789,4710,37,20,828
42177,9657292,10875972,9675413,10887829,3800,3800,279,350,-1139,503,1608,6208,42,52,828
43178,9657604,10876240,9675610,10888026,3800,3800,310,557,-1181,497,1798,5106,42,52,828
44178,9657884,10876524,9675807,10888223,3800,3800,252,562,-1236,542,1840,4097,62,60,830
45180,9658200,10876768,9676004,10888420,3800,3800,188,511,-1251,615,1675,4664,62,60,830
46180,9658564,10877072,9676201,10888617,3800,3800,299,741,-1168,383,869,7497,54,70,831
47182,9658932,10877316,9676398,10888814,3800,3800,425,970,-1079,367,652,5575,54,70,831
48183,9659296,10877560,9676595,10889011,3800,3800,414,909,-1054,155,596,3807,83,64,831
49184,9659736,10877748,9676792,10889208,3800,3800,289,617,-1075,91,482,3682,83,64,831
50185,9660164,10877940,9676989,10889405,3800,3800,149,410,-1091,363,319,4013,66,50,830
51186,9660588,10878096,9677186,10889602,3800,3800,134,263,-1102,480,37,4626,66,50,830
52187,9661040,10878272,9677383,10889799,3800,3800,383,481,-1156,890,-637,8046,77,52,832
53188,9661532,10878420,9677580,10889996,3800,3800,638,624,-1238,602,-488,5761,77,52,832
54189,9661960,10878512,9677777,10890193,3800,3800,636,366,-1291,469,-85,3683,84,46,831
55190,9662464,10878596,9677974,10890390,3800,3800,476,5,-1332,684,486,3593,84,46,831
56191,9662924,10878660,9678171,10890587,3800,3800,328,-372,-1359,581,879,3592,84,23,831
57192,9663400,10878716,9678368,10890784,3800,3800,413,-533,-1370,531,786,5974,84,23,831
58193,9663928,10878772,9678565,10890981,3800,3800,704,-395,-1385,665,616,7471,88,19,831
59194,9664472,10878796,9678762,10891178,3800,3800,884,-602,-1401,703,572,3865,88,19,831
60195,9664964,10878836,9678959,10891375,3800,3800,885,-1123,-1402,813,903,2855,82,14,829
61196,9665460,10878892,9679156,10891572,3800,3800,818,-1828,-1411,1019,1282,2615,82,14,829
62184,9666060,10878940,9679353,10891769,3435,3800,814,-2361,-1408,1184,918,2929,115,16,829
63185,9666584,10879016,9679550,10891966,3769,3800,858,-2764,-1408,1201,770,3097,115,16,829
64199,9667076,10879108,9679747,10892163,3800,3800,944,-3082,-1439,1056,1236,3249,113,10,830
65187,9667676,10879204,9679944,10892360,2993,3800,975,-3384,-1445,1039,1516,3710,113,10,830
66188,9668196,10879308,9680141,10892557,3353,3800,944,-3476,-1379,1163,1345,4195,124,19,831
67189,9668668,10879424,9680338,10892754,3534,3800,909,-3543,-1260,901,1324,4079,124,19,831
68190,9669220,10879580,9680535,10892951,2880,3800,899,-3614,-1137,698,1198,4009,115,31,831
69191,9669696,10879748,9680732,10893148,3235,3800,940,-3616,-1043,715,1256,4195,115,31,831
70192,9670152,10879924,9680929,10893345,3248,3800,990,-3598,-1009,669,1673,4288,100,27,835
71193,9670656,10880140,9681126,10893542,2816,3800,1110,-3449,-1030,611,2306,4529,100,27,835
72194,9671164,10880328,9681323,10893739,2656,3800,1168,-3379,-1067,329,2473,4458,99,43,832
73195,9671628,10880596,9681520,10893936,2816,3800,1270,-3357,-1182,258,3014,4093,99,43,832
74196,9672088,10880848,9681717,10894133,2726,3800,1319,-3260,-1311,257,3170,4275,107,43,834
75197,9672564,10881124,9681914,10894330,2505,3800,1343,-3218,-1381,230,3246,3938,107,43,834
76198,9673000,10881432,9682111,10894527,2652,3800,1350,-3340,-1421,235,3535,3504,84,49,836
77199,9673444,10881720,9682308,10894724,2496,3800,1324,-3504,-1445,157,3517,3412,84,49,836
78200,9673876,10882012,9682505,10894921,2470,3800,1326,-3633,-1465,-28,3288,3372,93,58,836
79201,9674248,10882392,9682702,10895118,2769,3800,1288,-3785,-1454,-308,2888,3351,93,58,836
80202,9674656,10882732,9682899,10895315,2453,3800,1250,-3896,-1400,-600,2528,3399,72,59,836
