"Data file recorded 2014/9/24  18:5:46"
"%  Right Stride Frequency         = 3.0"
"%  Left Stride Frequency         = 3.0"
"%  Phase (Fractional)         = 32768.0"
"%  Experiment.py "
"%  Motor Gains    = [1800, 200, 100, 0, 0, 1800, 200, 100, 0, 0]
"% Columns: "
"% time | Right Leg Pos | Left Leg Pos | Commanded Right Leg Pos | Commanded Left Leg Pos | DCR | DCL | GyroX | GryoY | GryoZ | AX | AY | AZ | RBEMF | LBEMF | VBatt "
10526,5351008,5576540,5332708,5627620,-3800,3800,-139,-703,310,820,-506,3962,9,-8,901
11520,5351004,5576552,5332905,5627817,-3800,3800,-137,-705,311,827,-509,3967,9,-8,901
12521,5350928,5576584,5333102,5628014,-3800,3800,-137,-689,310,830,-539,3982,-5,-10,900
13522,5350784,5576636,5333299,5628211,-3800,3800,-115,-635,308,847,-371,4395,-5,-10,900
14523,5350588,5576672,5333496,5628408,-3800,3800,-75,-618,335,892,-342,4777,-32,-8,856
15524,5350284,5576744,5333693,5628605,-3800,3800,-29,-607,364,1208,-420,4577,-32,-8,856
16512,5349924,5576804,5333890,5628802,-3587,3800,2,-634,343,1736,-311,4708,-71,-6,857
17513,5349556,5576872,5334087,5628999,-3291,3800,-25,-588,333,1757,-807,4467,-71,-6,857
18514,5349088,5576976,5334284,5629196,-2377,3800,-118,-412,342,2023,-655,4432,-77,-7,859
19515,5348604,5577060,5334481,5629393,-1980,3800,-220,16,298,2791,-133,5531,-77,-7,859
20516,5348112,5577156,5334678,5629590,-1630,3800,-298,422,342,1957,-1015,4830,-80,3,863
21517,5347636,5577268,5334875,5629787,-1437,3800,-366,369,515,1684,-1170,3227,-80,3,863
22518,5347224,5577392,5335072,5629984,-1572,3800,-312,219,725,2230,-1477,4826,-96,23,870
23519,5346816,5577532,5335269,5630181,-1333,3800,-217,-25,929,1541,-552,4256,-96,23,870
24520,5346480,5577644,5335466,5630378,-1552,3800,-151,-166,1060,1400,-966,4420,-61,14,870
25521,5346132,5577784,5335663,5630575,-1239,3800,-127,-248,1068,2158,-1265,4901,-61,14,870
26522,5345840,5577896,5335860,5630772,-1376,3800,-113,-94,1019,2638,-745,5726,-56,8,871
27523,5345604,5578008,5336057,5630969,-1538,3800,-146,206,985,2229,-981,5956,-56,8,871
28524,5345388,5578148,5336254,5631166,-1482,3800,-149,548,999,1891,-1437,6152,-34,13,873
29525,5345244,5578280,5336451,5631363,-1785,3800,-149,602,1057,2060,-895,5046,-34,13,873
30526,5345100,5578408,5336648,5631560,-1637,3800,-101,613,1182,2352,-1271,5620,-31,9,871
31527,5344972,5578512,5336845,5631757,-1596,3800,-42,620,1353,2417,-2023,5335,-31,9,871
32528,5344880,5578608,5337042,5631954,-1695,3800,-22,652,1616,1271,-1417,4947,-30,21,869
33529,5344792,5578712,5337239,5632151,-1597,3800,20,752,1871,1475,-2490,5458,-30,21,869
34530,5344712,5578836,5337436,5632348,-1526,3800,118,931,2094,840,-2237,5463,-18,8,870
35531,5344644,5578928,5337633,5632545,-1486,3800,169,1120,2309,524,-1690,4601,-18,8,870
36532,5344572,5579036,5337830,5632742,-1344,3800,227,1208,2453,620,-2108,4719,-3,20,869
37533,5344508,5579156,5338027,5632939,-1281,3800,376,1250,2521,96,-1725,5485,-3,20,869
38534,5344468,5579232,5338224,5633136,-1327,3800,563,1080,2563,-228,-1363,4198,-1,3,867
39535,5344432,5579320,5338421,5633333,-1251,3800,731,706,2449,503,-711,4110,-1,3,867
40536,5344404,5579448,5338618,5633530,-1204,3800,865,399,2266,-324,-415,4402,-8,7,871
41537,5344404,5579576,5338815,5633727,-1294,3800,972,25,2128,-1718,-192,3778,-8,7,871
42538,5344396,5579676,5339012,5633924,-1155,3800,1061,-371,1977,-1578,5,3867,8,9,871
43539,5344384,5579816,5339209,5634121,-1039,3800,1130,-783,1751,-1013,0,3864,8,9,871
44540,5344388,5579936,5339406,5634318,-1055,3800,1157,-1152,1501,-1149,460,4252,7,14,872
45541,5344372,5580052,5339603,5634515,-837,3800,1112,-1520,1327,-1791,396,3682,7,14,872
46542,5344376,5580204,5339800,5634712,-878,3800,990,-1835,1152,-793,142,3942,-1,27,872
47543,5344368,5580340,5339997,5634909,-714,3800,866,-1954,1065,-1128,322,4503,-1,27,872
48544,5344372,5580492,5340194,5635106,-705,3800,752,-2127,1067,-1348,-220,3740,0,21,872
49545,5344376,5580636,5340391,5635303,-621,3800,669,-2273,1059,-727,316,4083,0,21,872
50546,5344384,5580800,5340588,5635500,-564,3800,610,-2452,1075,-961,57,3539,-9,16,874
51547,5344372,5580964,5340785,5635697,-348,3800,558,-2559,1011,-190,726,3808,-9,16,874
52548,5344392,5581120,5340982,5635894,-470,3800,459,-2733,930,206,1106,2795,7,17,875
53549,5344388,5581272,5341179,5636091,-233,3800,304,-2809,867,728,1078,2959,7,17,875
54550,5344388,5581428,5341376,5636288,-172,3800,194,-2725,877,214,916,3779,-7,21,876
55551,5344380,5581604,5341573,5636485,-32,3800,129,-2597,892,-45,759,2965,-7,21,876
56552,5344392,5581796,5341770,5636682,-77,3800,107,-2583,889,-473,726,3106,-1,35,876
57553,5344400,5582020,5341967,5636879,31,3800,131,-2654,870,-648,558,3150,-1,35,876
58554,5344416,5582236,5342164,5637076,60,3800,152,-2786,828,-848,1249,2801,-6,41,876
59555,5344436,5582468,5342361,5637273,113,3800,178,-2958,796,-1058,657,3005,-6,41,876
60556,5344432,5582712,5342558,5637470,350,3800,175,-3028,704,-171,1579,3198,16,42,877
61557,5344460,5582948,5342755,5637667,224,3800,45,-2978,676,-268,1007,2523,16,42,877
62558,5344488,5583212,5342952,5637864,299,3800,-154,-2731,725,-73,789,3178,17,39,877
63559,5344540,5583480,5343149,5638061,211,3800,-346,-2374,766,521,249,3521,17,39,877
64560,5344576,5583772,5343346,5638258,382,3800,-448,-2049,820,58,1045,3660,17,60,877
65561,5344640,5584036,5343543,5638455,265,3800,-520,-2084,893,230,1470,2034,17,60,877
66562,5344724,5584312,5343740,5638652,190,3800,-553,-2281,990,389,721,2194,5,54,878
67563,5344788,5584652,5343937,5638849,374,3800,-435,-2255,1070,637,380,4362,5,54,878
68564,5344856,5584952,5344134,5639046,404,3800,-333,-2218,1110,555,929,2251,16,51,877
69565,5344972,5585264,5344331,5639243,140,3800,-352,-2375,1128,533,1019,1049,16,51,877
70566,5345044,5585584,5344528,5639440,470,3800,-336,-2353,1159,548,746,2882,32,54,876
71567,5345136,5585856,5344725,5639637,391,3800,-230,-2182,1200,254,790,3315,32,54,876
72568,5345264,5586244,5344922,5639834,196,3800,-152,-2112,1313,-746,-112,1942,32,79,878
73569,5345372,5586684,5345119,5640031,360,3800,-128,-2097,1409,-205,889,2259,32,79,878
74570,5345484,5587052,5345316,5640228,373,3800,-84,-1839,1453,598,1891,3682,23,75,879
75571,5345608,5587516,5345513,5640425,330,3800,-74,-1633,1468,1226,-460,1807,23,75,879
76572,5345748,5588000,5345710,5640622,255,3800,-10,-1458,1410,1621,1600,3132,22,85,879
77573,5345892,5588500,5345907,5640819,253,3800,177,-1202,1477,278,1764,4303,22,85,879
78574,5346048,5589140,5346104,5641016,196,3800,284,-1207,1599,778,339,1043,23,103,879
79575,5346180,5589680,5346301,5641213,375,3800,315,-1373,1637,1457,1872,1117,23,103,879
80576,5346312,5590276,5346498,5641410,403,3800,451,-1298,1787,-266,-88,3680,37,109,879
81577,5346432,5590920,5346695,5641607,512,3800,641,-1128,1832,1467,-711,2421,37,109,879
82578,5346584,5591564,5346892,5641804,332,3800,785,-958,1724,1918,1386,2489,43,121,881
83579,5346716,5592268,5347089,5642001,485,3800,824,-811,1697,624,1518,2144,43,121,881
84580,5346840,5593088,5347286,5642198,567,3800,781,-741,1750,668,1063,1840,47,134,881
85580,5347000,5593856,5347483,5642395,359,3800,754,-491,1753,1457,810,3153,47,134,881
86581,5347180,5594704,5347680,5642592,241,3800,701,-214,1687,1570,226,2416,47,146,882
87583,5347320,5595480,5347877,5642789,516,3800,611,5,1598,1700,1444,1948,47,146,882
88584,5347460,5596432,5348074,5642986,541,3800,539,93,1574,1507,1306,2030,29,157,884
89585,5347584,5597288,5348271,5643183,674,3800,542,209,1612,1483,643,2731,29,157,884
90586,5347720,5598300,5348468,5643380,626,3800,443,95,1674,1666,-427,447,49,156,882
91587,5347860,5599336,5348665,5643577,626,3800,149,-107,1668,2717,-5065,-1170,49,156,882
92595,5347988,5600276,5349092,5644004,833,3800,-150,-22,1551,3386,-2595,1054,47,179,883
93589,5348140,5601228,5349289,5644201,702,3800,-434,487,1501,2703,-1443,1393,47,179,883
94590,5348300,5602316,5349486,5644398,669,3800,-719,1036,1437,2935,-2626,424,49,186,884
95591,5348428,5603468,5349683,5644595,900,3800,-953,1500,1361,2506,-2067,1114,49,186,884
96592,5348588,5604484,5349880,5644792,716,3800,-1081,2051,1311,2268,-3597,2007,42,189,884
97593,5348720,5605520,5350077,5644989,920,3800,-1082,2574,1232,2785,-3300,2702,42,189,884
98594,5348860,5606596,5350274,5645186,895,3800,-977,3011,1131,2774,-1228,2584,29,199,884
99595,5349024,5607680,5350471,5645383,760,3800,-1394,2342,754,5774,-7653,-7138,29,199,884
100596,5349204,5608648,5350668,5645580,668,3800,-1938,1911,340,3521,-6994,-1441,31,195,885
101597,5349344,5609732,5350865,5645777,943,3800,-2091,2475,234,934,-4436,3325,31,195,885
102598,5349456,5610724,5351062,5645974,1155,3800,-2026,3122,73,1732,-3337,675,41,190,883
103599,5349616,5611668,5351259,5646171,873,3800,-1792,3440,7,-1353,-1682,2052,41,190,883
104600,5349788,5612520,5351456,5646368,809,3800,-1426,3404,-126,-957,-2693,2790,31,193,882
105601,5349936,5613484,5351653,5646565,980,3800,-1033,3025,-388,-688,-2702,2129,31,193,882
106602,5350112,5614592,5351850,5646762,815,3800,-588,2510,-607,-2009,-1608,3020,32,182,884
107603,5350264,5615556,5352047,5646959,985,3800,-172,2056,-802,-2479,-1963,4259,32,182,884
108604,5350424,5616528,5352244,5647156,951,3800,59,1649,-1123,-2032,1634,2954,38,186,883
109605,5350556,5617516,5352441,5647353,1156,3800,-174,1193,-1550,-3025,2509,1248,38,186,883
110606,5350724,5618528,5352638,5647550,944,3800,-398,787,-1849,-4826,-1082,4417,45,186,883
111607,5350868,5619420,5352835,5647747,1117,3800,-74,577,-1959,-4582,-2274,10711,45,186,883
112608,5351052,5620348,5353032,5647944,874,3800,357,-608,-1961,-3862,-3134,4402,35,179,881
113609,5351244,5621292,5353229,5648141,826,3800,660,-1662,-2023,-42,-3246,8781,35,179,881
114610,5351440,5622200,5353426,5648338,802,3800,879,-2149,-2277,2915,963,8251,53,166,880
115611,5351632,5623124,5353623,5648535,829,3800,1069,-2759,-2512,3770,-456,4229,53,166,880
116612,5351856,5624128,5353820,5648732,618,3800,1557,-3006,-2536,4593,-4320,9495,34,174,883
117613,5352000,5625236,5354017,5648929,1142,3800,2044,-2075,-2129,3012,185,11993,34,174,883
118614,5352160,5626280,5354214,5649126,1058,3800,2095,-678,-1473,2170,-2014,8264,53,177,884
119615,5352328,5627344,5354411,5649323,1021,3800,1746,-347,-1416,9316,-1732,3118,53,177,884
120616,5352476,5628284,5354608,5649520,1168,3800,1548,165,-1716,10162,313,9659,34,202,884
121617,5352636,5629376,5354805,5649717,1110,3800,1704,1291,-1350,4255,-2861,11273,34,202,884
122605,5352832,5630620,5355002,5649914,886,2941,1950,1351,-740,6771,-3795,4545,55,214,885
123606,5353000,5631916,5355199,5650111,1074,2136,2208,795,-306,6477,-865,6169,55,214,885
124607,5353160,5633040,5355396,5650308,1141,2808,2502,816,296,3506,28,9840,38,225,884
125608,5353312,5634088,5355593,5650505,1211,2912,2793,1684,1199,2169,-1776,10935,38,225,884
126609,5353508,5635068,5355790,5650702,936,2996,2958,2280,1928,3077,339,8184,37,224,890
127610,5353640,5635964,5355987,5650899,1366,3217,2660,1768,2239,3919,578,690,37,224,890
128611,5353780,5636832,5356184,5651096,1341,3100,2147,931,2366,4047,-575,2356,34,184,887
129612,5353968,5637560,5356381,5651293,1046,3745,1666,744,2510,3365,1175,5900,34,184,887
130625,5354124,5638208,5356578,5651490,1264,3800,756,700,2413,2101,1110,228,50,149,883
131626,5354264,5638836,5356775,5651687,1390,3800,-136,1360,2322,471,-2788,8520,50,149,883
132628,5354396,5639428,5356972,5651884,1469,3800,-641,2249,2318,-2190,-1357,11808,25,121,880
133629,5354544,5639944,5357169,5652081,1391,3800,-1093,1194,2342,-5988,-899,2198,25,121,880
134630,5354664,5640440,5357366,5652278,1600,3800,-1189,-650,2385,-6604,-4606,11170,30,112,876
135630,5354784,5640848,5357563,5652475,1635,3800,-990,-2203,2057,-3210,-5506,12324,30,112,876
136632,5354896,5641216,5357760,5652672,1722,3800,-1251,-3240,1289,-2227,-714,8045,34,76,874
137633,5355016,5641548,5357957,5652869,1707,3800,-1827,-3075,376,-1583,3527,10864,34,76,874
138634,5355128,5641860,5358154,5653066,1794,3800,-2235,-2694,-499,-1400,5056,10512,21,65,873
139635,5355272,5642160,5358351,5653263,1619,3800,-2373,-3119,-1154,-1494,2607,6882,21,65,873
140636,5355400,5642400,5358548,5653460,1749,3800,-2283,-3909,-1362,-1533,462,7272,18,57,871
141637,5355508,5642600,5358745,5653657,1914,3800,-2132,-4501,-1207,-615,76,6041,18,57,871
